video,window,start_frame,subject_consistency,background_consistency,motion_smoothness,dynamic_degree,aesthetic_quality,imaging_quality
wan1-3b-dmd-recycle-v2,25,4900,0.9702164003004631,0.9718831380208334,0.9948864880431784,True,0.6381605267524719,73.35983587771045
wan1-3b-dmd-recycle-v2,26,5096,0.984724302465717,0.9767049153645834,0.994387809847608,False,0.6110185980796814,73.51358748455436
wan1-3b-dmd-recycle-v2,27,5292,0.9643585203836361,0.9629007975260416,0.9945617497800402,False,0.6197971105575562,74.17614325698541
wan1-3b-dmd-recycle-v2,28,5488,0.9783253949135542,0.9689483642578125,0.9950249047713815,False,0.624382495880127,73.63999394008091
wan1-3b-dmd-recycle-v2,29,5684,0.9671903178095818,0.9703013102213541,0.9947898863126536,True,0.6233909726142883,73.4676071478396
wan1-3b-dmd-recycle-v2,30,5880,0.9631464121242365,0.9546763102213541,0.9937163605286978,True,0.6368321180343628,73.02563787966358
wan1-3b-dmd-recycle-v2,31,6076,0.9719216333081325,0.9719696044921875,0.994810096617551,False,0.6268325448036194,74.03179698087732
wan1-3b-dmd-recycle-v2,32,6272,0.9685103073716164,0.9658304850260416,0.9949930827504836,False,0.6213768124580383,75.08059085145288
wan1-3b-dmd-recycle-v2,33,6468,0.9692761227488518,0.9552408854166666,0.9952092978395062,False,0.6443573236465454,74.36189223308952
wan1-3b-dmd-recycle-v2,34,6664,0.9673351173599561,0.9583689371744791,0.993648011518866,True,0.627260148525238,74.31416133958466
wan1-3b-dmd-recycle-v2,35,6860,0.9833526959021887,0.96417236328125,0.9939004220478256,True,0.6546873450279236,73.72796957833427
wan1-3b-dmd-recycle-v2,36,7056,0.9673146065324545,0.9620005289713541,0.9948799507589049,False,0.6519681811332703,73.84322575160435
wan1-3b-dmd-recycle-v2,37,7252,0.9750792278597752,0.9711863199869791,0.9953035697257224,False,0.6292191743850708,75.02042653609296
wan1-3b-dmd-recycle-v2,38,7448,0.9740518908947706,0.9619903564453125,0.9950145127356276,False,0.649249255657196,74.43090415487484
wan1-3b-dmd-recycle-v2,39,7644,0.9830984013775984,0.9647979736328125,0.9935956325054728,True,0.6276965737342834,72.77645609330158
wan1-3b-dmd-recycle-v2,40,7840,0.9821750385065874,0.97393798828125,0.9935930705359513,True,0.6477036476135254,73.61552834024235
wan1-3b-dmd-recycle-v2,41,8036,0.9768105236192545,0.973846435546875,0.994948653957443,False,0.6559311747550964,75.182355452557
wan1-3b-dmd-recycle-v2,42,8232,0.9756530504673719,0.9671681722005209,0.9951997796147037,False,0.624963641166687,74.67341691620496
wan1-3b-dmd-recycle-v2,43,8428,0.9764155031492313,0.9689381917317709,0.9948563124474105,False,0.626729428768158,74.06929093964246
wan1-3b-dmd-recycle-v2,44,8624,0.981582955767711,0.9742075602213541,0.9929409192507577,True,0.6407158374786377,72.25478549879425
wan1-3b-dmd-recycle-v2,45,8820,0.974181393161416,0.9645843505859375,0.9948300818891926,True,0.6277020573616028,74.16235974370217
wan1-3b-dmd-recycle-v2,46,9016,0.9745918773114681,0.9589182535807291,0.9948915075122375,False,0.6518290042877197,74.14157696159519
wan1-3b-dmd-recycle-v2,47,9212,0.9700023848563433,0.962371826171875,0.9948450037761944,True,0.6297338604927063,74.10260679283921
wan1-3b-dmd-recycle-v2,48,9408,0.9589413857708374,0.9679056803385416,0.9947197675867445,False,0.6374056339263916,73.19518124327368
wan1-3b-dmd-recycle-v2-freqsplit,0,0,0.9656970500946045,0.9391835530598959,0.9936150641953051,False,0.7037074565887451,73.81172024473852
wan1-3b-dmd-recycle-v2-freqsplit,1,196,0.9743324145674706,0.9642537434895834,0.9948675999791387,False,0.6565173864364624,73.62994447046397
wan1-3b-dmd-recycle-v2-freqsplit,2,392,0.9705042938391367,0.9682159423828125,0.9947964706493352,True,0.643169641494751,73.72581435223015
wan1-3b-dmd-recycle-v2-freqsplit,3,588,0.9645929063359896,0.96343994140625,0.9939332876774953,True,0.6229668855667114,74.0443583897182
wan1-3b-dmd-recycle-v2-freqsplit,4,784,0.9749809553225836,0.9639129638671875,0.9947662646399817,False,0.6309296488761902,74.60161933120416
wan1-3b-dmd-recycle-v2-freqsplit,5,980,0.9710884292920431,0.9673004150390625,0.9947647956501644,False,0.6441419124603271,74.83533913748605
wan1-3b-dmd-recycle-v2-freqsplit,6,1176,0.9728345920642217,0.9606272379557291,0.9951249229158812,False,0.6404659152030945,74.8308580359634
wan1-3b-dmd-recycle-v2-freqsplit,7,1372,0.9653276869406303,0.9675496419270834,0.9939422258620328,True,0.6116685271263123,74.04364480777663
wan1-3b-dmd-recycle-v2-freqsplit,8,1568,0.9778763999541601,0.967132568359375,0.9937792584147709,True,0.6261405348777771,73.22979347073301
wan1-3b-dmd-recycle-v2-freqsplit,9,1764,0.9716494853297869,0.9725240071614584,0.9951359228141934,False,0.6080535650253296,74.46423884800502
wan1-3b-dmd-recycle-v2-freqsplit,10,1960,0.9794192872941494,0.9740142822265625,0.9951269247571713,False,0.6408499479293823,74.09678463060028
wan1-3b-dmd-recycle-v2-freqsplit,11,2156,0.974310852587223,0.9717915852864584,0.9949313570830977,False,0.6167384386062622,74.4021625129544
wan1-3b-dmd-recycle-v2-freqsplit,12,2352,0.9824852192153534,0.9659627278645834,0.9931558331020265,True,0.6043648719787598,73.12810438506457
wan1-3b-dmd-recycle-v2-freqsplit,13,2548,0.9813233241438866,0.9744974772135416,0.9937694897893273,True,0.6261101961135864,74.15510418950295
wan1-3b-dmd-recycle-v2-freqsplit,14,2744,0.9792919227232536,0.9765472412109375,0.9950924099746958,False,0.6028030514717102,75.20739761663943
wan1-3b-dmd-recycle-v2-freqsplit,15,2940,0.9772105521212021,0.9714508056640625,0.9948730204165445,False,0.6227458119392395,73.87744685581752
wan1-3b-dmd-recycle-v2-freqsplit,16,3136,0.976359431942304,0.9696756998697916,0.9945902290342107,False,0.59732586145401,74.2625983101981
wan1-3b-dmd-recycle-v2-freqsplit,17,3332,0.980689354861776,0.9784901936848959,0.9927954572086581,True,0.6223373413085938,72.8437409692881
wan1-3b-dmd-recycle-v2-freqsplit,18,3528,0.972144257898132,0.9681498209635416,0.9949346195197719,True,0.6385877132415771,72.69878947978117
wan1-3b-dmd-recycle-v2-freqsplit,19,3724,0.9727392569184303,0.9630177815755209,0.995325996403614,False,0.6139864325523376,73.88826160041653
wan1-3b-dmd-recycle-v2-freqsplit,20,3920,0.9736405151585737,0.9701334635416666,0.9946639575663109,True,0.6392441987991333,73.23207995356346
wan1-3b-dmd-recycle-v2-freqsplit,21,4116,0.95761672159036,0.9673309326171875,0.9945139618542173,False,0.6100234985351562,74.3547970518774
wan1-3b-dmd-recycle-v2-freqsplit,22,4312,0.9736919421702623,0.9623616536458334,0.9932027312599943,False,0.6055552959442139,72.81112375064772
wan1-3b-dmd-recycle-v2-freqsplit,23,4508,0.9675323888659477,0.97308349609375,0.9949203157241128,True,0.6134049296379089,72.23660107048191
wan1-3b-dmd-recycle-v2-freqsplit,24,4704,0.969876761858662,0.9699757893880209,0.9948932477694159,True,0.618236243724823,73.00579398018974
wan1-3b-dmd-recycle-v2-freqsplit,25,4900,0.9699528111765782,0.9683125813802084,0.994743723672473,True,0.6334965825080872,73.26643293731067
wan1-3b-dmd-recycle-v2-freqsplit,26,5096,0.9848269646366438,0.9735768636067709,0.9944077542041122,False,0.6206836700439453,72.36218541982223
wan1-3b-dmd-recycle-v2-freqsplit,27,5292,0.9678352686266104,0.9628550211588541,0.994538624544369,False,0.5994123220443726,74.07818992770449
wan1-3b-dmd-recycle-v2-freqsplit,28,5488,0.9788964415589968,0.9714101155598959,0.9949035320619746,False,0.6228588223457336,73.98831285749164
wan1-3b-dmd-recycle-v2-freqsplit,29,5684,0.9675508178770542,0.9693857828776041,0.9946987102021186,True,0.6169135570526123,73.56268964494977
wan1-3b-dmd-recycle-v2-freqsplit,30,5880,0.9650107330332199,0.9552103678385416,0.9936058780650348,True,0.6269428133964539,73.06754038285236
wan1-3b-dmd-recycle-v2-freqsplit,31,6076,0.97255654198428,0.9656982421875,0.9946435392761316,False,0.6269744634628296,74.07207769277144
wan1-3b-dmd-recycle-v2-freqsplit,32,6272,0.9706514459103346,0.9556427001953125,0.9950059959770055,False,0.5967797040939331,74.94325240777464
wan1-3b-dmd-recycle-v2-freqsplit,33,6468,0.968736237535874,0.9592183430989584,0.9949941009918702,False,0.6316912174224854,73.67661721365792
wan1-3b-dmd-recycle-v2-freqsplit,34,6664,0.9700909828146299,0.9645843505859375,0.993661246338368,True,0.6135176420211792,73.71156747000558
wan1-3b-dmd-recycle-v2-freqsplit,35,6860,0.9838489753504595,0.9641977945963541,0.9938674376278734,True,0.6497669219970703,73.2877953977001
wan1-3b-dmd-recycle-v2-freqsplit,36,7056,0.9687118039776882,0.9590708414713541,0.9948756088445216,False,0.6204693913459778,74.01783441037549
wan1-3b-dmd-recycle-v2-freqsplit,37,7252,0.9765757018079361,0.9680633544921875,0.995286273533296,False,0.596821665763855,74.55547659737724
wan1-3b-dmd-recycle-v2-freqsplit,38,7448,0.9728262995680174,0.96563720703125,0.9949584224465027,False,0.6133304238319397,73.67339013547314
wan1-3b-dmd-recycle-v2-freqsplit,39,7644,0.982201167071859,0.96502685546875,0.9935428538875708,True,0.6119241118431091,72.07611706792092
wan1-3b-dmd-recycle-v2-freqsplit,40,7840,0.9813500065356493,0.9710947672526041,0.9934760472420361,True,0.6048981547355652,73.20745911890147
wan1-3b-dmd-recycle-v2-freqsplit,41,8036,0.9753053051729997,0.9704538981119791,0.9949619440123806,False,0.6273130178451538,75.10912618831712
wan1-3b-dmd-recycle-v2-freqsplit,42,8232,0.9775267262011766,0.9675242106119791,0.9952522665076758,False,0.6106191277503967,73.72454195606466
wan1-3b-dmd-recycle-v2-freqsplit,43,8428,0.9769424311816692,0.9691619873046875,0.9947841921529785,False,0.6170653104782104,74.49253658372528
wan1-3b-dmd-recycle-v2-freqsplit,44,8624,0.9801912419497967,0.9722391764322916,0.9929944740288165,True,0.6200749278068542,72.15309812584702
wan1-3b-dmd-recycle-v2-freqsplit,45,8820,0.9721071273088455,0.9636332194010416,0.9948443691824129,True,0.6250977516174316,73.80328867386798
wan1-3b-dmd-recycle-v2-freqsplit,46,9016,0.9736545079698166,0.9650217692057291,0.9949151544159107,False,0.6237116456031799,74.55814719686703
wan1-3b-dmd-recycle-v2-freqsplit,47,9212,0.9698032345622778,0.9696858723958334,0.9948940711183645,True,0.6199372410774231,74.54923403992944
wan1-3b-dmd-recycle-v2-freqsplit,48,9408,0.9586431793868542,0.9701792399088541,0.9947760870006389,False,0.6125189065933228,73.94344407684949
