video,window,start_frame,subject_consistency,background_consistency,motion_smoothness,dynamic_degree,aesthetic_quality,imaging_quality
both,35,6860,0.9823021180927753,0.9546661376953125,0.993850682742715,True,0.6582819223403931,74.07182623415576
both,36,7056,0.966970040773352,0.9688008626302084,0.9949358659312416,False,0.635672390460968,74.53222422697107
both,37,7252,0.9771597981452942,0.9712320963541666,0.9953572461581232,False,0.6159098148345947,75.33401909653021
both,38,7448,0.9747080697367588,0.9684702555338541,0.9950592230248135,False,0.6424035429954529,74.21341160365513
both,39,7644,0.9823442126313845,0.9566396077473959,0.9936878707729754,True,0.6345738768577576,72.92928843595544
both,40,7840,0.9813700951635838,0.9720509847005209,0.9935919491884182,True,0.6564714908599854,73.6605891013632
both,41,8036,0.9758270271122456,0.96429443359375,0.995015577483887,False,0.6301366686820984,75.3108149937221
both,42,8232,0.9751941127081712,0.9627634684244791,0.9951649964289269,False,0.6386118531227112,74.29602253193758
both,43,8428,0.9745292253792286,0.968048095703125,0.9948735442666873,False,0.6035149693489075,74.00121104960539
both,44,8624,0.9807798278828462,0.9676513671875,0.9928822894954368,True,0.6077756285667419,71.45020730154855
both,45,8820,0.9736201285074154,0.95635986328125,0.9948092016671118,True,0.6426794528961182,73.8737568757972
both,46,9016,0.9724821423490843,0.9538828531901041,0.994916730057853,False,0.6327851414680481,73.62309825663664
both,47,9212,0.9698520253101984,0.9644368489583334,0.9950371947239767,True,0.6389482617378235,74.1180228408502
both,48,9408,0.9614892521252235,0.9703267415364584,0.9947032701941844,False,0.6382914781570435,73.21941422443001
norecycle,0,0,0.9649577507128319,0.9416707356770834,0.9931385475475358,False,0.719500720500946,74.23058023258132
norecycle,1,196,0.9766385151694218,0.9689839680989584,0.9946610422263857,False,0.6547563672065735,74.70580073765346
norecycle,2,392,0.9687396107862393,0.9598846435546875,0.9944855559745266,True,0.6224556565284729,74.77738610092474
norecycle,3,588,0.9631962664425373,0.9611612955729166,0.9934829826305968,True,0.6354958415031433,74.13473121487364
norecycle,4,784,0.9724402738114198,0.95947265625,0.9945335457483608,False,0.6385547518730164,73.91673278808594
norecycle,5,980,0.9681975524872541,0.9556070963541666,0.9945430096924142,False,0.649223268032074,74.36559809470663
norecycle,6,1176,0.9693172300855318,0.9576619466145834,0.9948221949509193,False,0.6399518847465515,74.80401673608897
norecycle,7,1372,0.9592613639930884,0.9590911865234375,0.9936157843017237,True,0.6379745006561279,74.09799941705198
norecycle,8,1568,0.9712995830923319,0.9509429931640625,0.9932579102326249,True,0.6329036355018616,74.28542000906808
norecycle,9,1764,0.9711799578120311,0.9680633544921875,0.9949655461810792,False,0.6278480291366577,74.66826287094428
norecycle,10,1960,0.9763636874655882,0.9692738850911459,0.9948739133212268,False,0.6611658930778503,74.98146337392379
norecycle,11,2156,0.9739219558735689,0.9623158772786459,0.9947270210223067,False,0.6253145933151245,74.40429189253827
norecycle,12,2352,0.9774623829871416,0.9706471761067709,0.992567636950057,True,0.6346077919006348,73.38136089091398
norecycle,13,2548,0.9804469036559263,0.9714711507161459,0.993218856870339,True,0.622547447681427,73.47279793875558
norecycle,14,2744,0.9789218579729398,0.9763590494791666,0.9948465698712712,False,0.5858320593833923,74.97751072474888
norecycle,15,2940,0.975380927324295,0.9638264973958334,0.994586642549648,True,0.6258800029754639,74.79984392438617
norecycle,16,3136,0.9744846038520336,0.9668172200520834,0.9943662130650872,False,0.6005973815917969,74.19839586530414
norecycle,17,3332,0.9803950997690359,0.9619191487630209,0.9919306977765733,True,0.6272091865539551,72.92628432293327
norecycle,18,3528,0.9706252509107193,0.956878662109375,0.9943695221450181,True,0.633269190788269,72.76076554278939
norecycle,19,3724,0.9698055883248647,0.96319580078125,0.9949897935825862,False,0.6058822274208069,73.25599592559192
norecycle,20,3920,0.9716123168667158,0.9594523111979166,0.9942655863761103,True,0.6277387142181396,72.87709995191925
norecycle,21,4116,0.9610319013396899,0.9638722737630209,0.9942842215846007,False,0.5898537635803223,74.53700303058235
norecycle,22,4312,0.9732499122619629,0.9549153645833334,0.9930794276288685,False,0.6046710014343262,73.21285465785435
norecycle,23,4508,0.9662841682632765,0.9494476318359375,0.9945305814466545,True,0.6293291449546814,72.0959536494041
norecycle,24,4704,0.9727939330041409,0.952423095703125,0.9945442333277906,True,0.6033951640129089,73.30633280228595
norecycle,25,4900,0.9683802233388027,0.9607493082682291,0.9943873439605766,True,0.6160740852355957,72.41815901775749
norecycle,26,5096,0.9848282132297754,0.9750111897786459,0.9940465866028346,False,0.5934804677963257,73.82502699871452
norecycle,27,5292,0.9641382278253635,0.9391276041666666,0.9944500848689057,False,0.6193157434463501,73.38298641905493
norecycle,28,5488,0.9770498362680277,0.9653879801432291,0.994747421718977,False,0.6358698606491089,72.14929557333187
norecycle,29,5684,0.9643634408712387,0.9629058837890625,0.994260421249162,True,0.5970050692558289,73.48410937250877
norecycle,30,5880,0.9623958903054396,0.9552714029947916,0.993137779161255,True,0.628319501876831,72.94550074363241
norecycle,31,6076,0.9703505771855513,0.9571685791015625,0.9942936912567734,False,0.6055402159690857,73.71761602284957
norecycle,32,6272,0.9630222264677286,0.9573211669921875,0.9948118449213731,False,0.624544620513916,72.99601076087173
norecycle,33,6468,0.9690147551397482,0.9577433268229166,0.9948674708236883,False,0.6283369660377502,74.02321796027981
norecycle,34,6664,0.9668781099220117,0.9659169514973959,0.9933122048927522,True,0.599572479724884,74.92575524777783
norecycle,35,6860,0.9810602478682995,0.94622802734375,0.9933623563496802,True,0.6206774711608887,74.35764608577806
norecycle,36,7056,0.9651373575131098,0.9621531168619791,0.9946234267584125,False,0.614562451839447,73.29292966881577
norecycle,37,7252,0.974338511005044,0.9639892578125,0.9951486355565419,False,0.6175535917282104,74.43741810078524
norecycle,38,7448,0.9721341375261545,0.955078125,0.9947086622637615,False,0.65118008852005,73.73374456288863
norecycle,39,7644,0.9825789338598648,0.9582773844401041,0.9932852277696602,True,0.6219478249549866,73.57346951231665
norecycle,40,7840,0.9803279992192984,0.9663035074869791,0.993104321353163,True,0.6140775084495544,72.1659271863042
norecycle,41,8036,0.9722206157942613,0.9688313802083334,0.9947450836916408,False,0.6150473356246948,73.8844975062779
norecycle,42,8232,0.9754681165019671,0.9726053873697916,0.99488378409813,False,0.6066421270370483,74.56062503736847
norecycle,43,8428,0.9744166284799576,0.9683634440104166,0.9945854913340648,False,0.619726836681366,74.85082135881696
norecycle,44,8624,0.980582470074296,0.9677785237630209,0.9923366603613711,True,0.6035211682319641,73.14179634561344
norecycle,45,8820,0.9724860222389301,0.9657491048177084,0.9944966742539698,True,0.5972578525543213,74.56679130087093
norecycle,46,9016,0.9730400890111923,0.9580281575520834,0.9946819239486883,False,0.6254740357398987,75.00490741340481
norecycle,47,9212,0.9687762049337229,0.9577585856119791,0.9947439897572499,True,0.5913053154945374,74.78770135373486
norecycle,48,9408,0.9638890170802673,0.9669647216796875,0.994401168912744,False,0.6281226873397827,73.78410899882414
student,0,0,0.9648214497913917,0.9406026204427084,0.9933109486616495,False,0.690695583820343,74.64000655193718
student,1,196,0.9786802679300308,0.9764811197916666,0.994640930799737,False,0.6583969593048096,74.79016518106266
student,2,392,0.9686911621441444,0.9746500651041666,0.9944527218495126,True,0.6281577944755554,74.54145875269053
student,3,588,0.963004132732749,0.9649403889973959,0.9934435952644056,True,0.6524595022201538,73.4148866303113
student,4,784,0.9743255991488695,0.9741261800130209,0.9943986466309058,False,0.6294757127761841,73.58477658641581
student,5,980,0.9668749049305916,0.9730275472005209,0.9945343977379058,False,0.658068060874939,75.3456705832968
student,6,1176,0.9709987584501505,0.9656117757161459,0.9948525456634755,False,0.6647793650627136,75.07183993592554
student,7,1372,0.9623964969068766,0.9603169759114584,0.9933853892535246,True,0.6473870277404785,74.92668712382414
student,8,1568,0.9787375231583914,0.9668477376302084,0.9932561399710125,True,0.6661683320999146,74.79090896917849
student,9,1764,0.9715772413959106,0.9735260009765625,0.9947481453713741,False,0.6504064798355103,75.12032863071987
student,10,1960,0.9795253897706667,0.970458984375,0.9949159076635907,False,0.6635674834251404,74.99119163046078
student,11,2156,0.9739391834785541,0.9688975016276041,0.9946367039932738,False,0.6432478427886963,75.05283713827328
student,12,2352,0.9783285558223724,0.9746602376302084,0.9924740015669952,True,0.6371558904647827,74.048722559092
student,13,2548,0.9815467049678167,0.9707845052083334,0.9930537771109156,True,0.6557788252830505,73.65654380954042
student,14,2744,0.980988048017025,0.9737752278645834,0.9946656243126257,False,0.5881102085113525,75.13136774179887
student,15,2940,0.97514234110713,0.9578501383463541,0.9944612302887234,False,0.6395273804664612,75.00799280283402
student,16,3136,0.9760257558276256,0.9734700520833334,0.9943219510694234,False,0.6522599458694458,74.18900314642458
student,17,3332,0.9799167184780041,0.9758555094401041,0.9916912733030802,True,0.6493402719497681,74.5310399580975
student,18,3528,0.9721931777894497,0.96392822265625,0.9943483510163101,True,0.6448009610176086,75.26597081398478
student,19,3724,0.9742818716913462,0.9698384602864584,0.9949285308017883,False,0.628567099571228,75.25831588433714
student,20,3920,0.9734137343863646,0.9686737060546875,0.9943125101742308,True,0.6562165021896362,75.15934768988161
student,21,4116,0.9591927422831455,0.9689381917317709,0.9942073605895795,False,0.6223134398460388,75.80321549396126
student,22,4312,0.9752415604889393,0.9649302164713541,0.9929468081664868,False,0.629830002784729,74.66568678252551
student,23,4508,0.968416161214312,0.9614817301432291,0.9945192669109355,True,0.6574091911315918,74.16276488012197
student,24,4704,0.9752320107072592,0.9748026529947916,0.9944536183001735,True,0.6317430734634399,74.6273118622449
student,25,4900,0.969555047651132,0.9735361735026041,0.9943221819671824,True,0.6372563242912292,74.0679958109953
student,26,5096,0.9850360689063867,0.975311279296875,0.9939224335734561,False,0.6145657300949097,75.07259135343591
student,27,5292,0.9688655883073807,0.9552459716796875,0.994277612426069,False,0.6132708787918091,74.18304536780532
student,28,5488,0.9767759088426828,0.9700113932291666,0.9947758539207394,False,0.6257146000862122,74.46309677435427
student,29,5684,0.9670015511413416,0.974853515625,0.9942834077825173,True,0.6278104186058044,74.43457949891382
student,30,5880,0.9667761592815319,0.958984375,0.9931151129934256,True,0.6413187384605408,74.70051029750279
student,31,6076,0.9721407480537891,0.966888427734375,0.9942576585226995,False,0.6328105926513672,74.22389859569316
student,32,6272,0.9654983629782995,0.9651285807291666,0.9947201789202593,False,0.6336600184440613,74.45505087716239
student,33,6468,0.9697567584613959,0.96392822265625,0.9949915975309951,False,0.6508099436759949,75.23355616355428
student,34,6664,0.9678424037992954,0.9589080810546875,0.9932743008366763,True,0.6005775928497314,74.52623593077368
student,35,6860,0.9819702456394831,0.9633026123046875,0.9933579319231031,True,0.6179295778274536,73.91664419368821
student,36,7056,0.9670100572208563,0.9696858723958334,0.9946235443212408,False,0.6507413983345032,74.70742268465003
student,37,7252,0.9759606725225846,0.9724680582682291,0.9951027100877744,False,0.6136828660964966,75.49273572649274
student,38,7448,0.974070298175017,0.9768218994140625,0.9946257826520254,False,0.6330990791320801,74.58991443867586
student,39,7644,0.9824229050427675,0.9706319173177084,0.99306962572578,True,0.6364715099334717,74.09743375194316
student,40,7840,0.9800656847655773,0.9724578857421875,0.9930081351840505,True,0.6232315897941589,73.73573178661113
student,41,8036,0.9740898956855139,0.9766082763671875,0.9947965948949692,False,0.6330371499061584,74.83067477479273
student,42,8232,0.9770656588176886,0.9690653483072916,0.9949099056856984,False,0.6314250230789185,74.7248209739218
student,43,8428,0.9779938937475284,0.9760233561197916,0.9944159035448001,False,0.6348769664764404,74.81111674406091
student,44,8624,0.9784970209002495,0.9749755859375,0.9922622417272865,True,0.642467200756073,73.8333436615613
student,45,8820,0.9718200471252203,0.9594268798828125,0.9944087953579758,True,0.6318278908729553,75.0936439669862
student,46,9016,0.9766181949526072,0.9714304606119791,0.9947063835633746,False,0.6544949412345886,74.56291852678571
student,47,9212,0.9701683806876341,0.9726613362630209,0.9947282537953972,True,0.6355074644088745,74.42088208879743
student,48,9408,0.9634344341854254,0.9702860514322916,0.9944579686703519,False,0.6143351793289185,73.51773289271763
